VAL|AUS|2005|LABR|D01T03|4404.289
VAL|AUT|2005|LABR|D01T03|619.313
VAL|BEL|2005|LABR|D01T03|773.974
VAL|CAN|2005|LABR|D01T03|6602.812
VAL|CHL|2005|LABR|D01T03|1902.19
VAL|CZE|2005|LABR|D01T03|1418.896
VAL|DNK|2005|LABR|D01T03|1215.33
VAL|EST|2005|LABR|D01T03|157.256
VAL|FIN|2005|LABR|D01T03|1091.026
VAL|FRA|2005|LABR|D01T03|8667.555
VAL|DEU|2005|LABR|D01T03|9152.753
VAL|GRC|2005|LABR|D01T03|1471.507
VAL|HUN|2005|LABR|D01T03|1209.969
VAL|ISL|2005|LABR|D01T03|236.388
VAL|IRL|2005|LABR|D01T03|424.01
VAL|ISR|2005|LABR|D01T03|1340.879
VAL|ITA|2005|LABR|D01T03|11590.238
VAL|JPN|2005|LABR|D01T03|5688.151
VAL|KOR|2005|LABR|D01T03|2993.777
VAL|LVA|2005|LABR|D01T03|176.874
VAL|LTU|2005|LABR|D01T03|213.153
VAL|LUX|2005|LABR|D01T03|52.267
VAL|MEX|2005|LABR|D01T03|4846.212
VAL|NLD|2005|LABR|D01T03|2905.887
VAL|NZL|2005|LABR|D01T03|1457.089
VAL|NOR|2005|LABR|D01T03|987.186
VAL|POL|2005|LABR|D01T03|1775.764
VAL|PRT|2005|LABR|D01T03|1026.955
VAL|SVK|2005|LABR|D01T03|603.902
VAL|SVN|2005|LABR|D01T03|248.814
VAL|ESP|2005|LABR|D01T03|6507.407
VAL|SWE|2005|LABR|D01T03|2018.161
VAL|CHE|2005|LABR|D01T03|1048.698
VAL|TUR|2005|LABR|D01T03|5650.095
VAL|GBR|2005|LABR|D01T03|6086.074
VAL|USA|2005|LABR|D01T03|34668.255
VAL|ARG|2005|LABR|D01T03|4779.565
VAL|BRA|2005|LABR|D01T03|17495.18
VAL|BRN|2005|LABR|D01T03|10.761
VAL|BGR|2005|LABR|D01T03|208.91
VAL|KHM|2005|LABR|D01T03|719.49
VAL|CHN|2005|LABR|D01T03|222313.462
VAL|COL|2005|LABR|D01T03|3360.376
VAL|CRI|2005|LABR|D01T03|652.276
VAL|HRV|2005|LABR|D01T03|338.349
VAL|CYP|2005|LABR|D01T03|106.978
VAL|IND|2005|LABR|D01T03|23184.62
VAL|IDN|2005|LABR|D01T03|7983.127
VAL|HKG|2005|LABR|D01T03|126.753
VAL|KAZ|2005|LABR|D01T03|725.94
VAL|MYS|2005|LABR|D01T03|3653.137
VAL|MLT|2005|LABR|D01T03|32.27
VAL|MAR|2005|LABR|D01T03|788.971
VAL|PER|2005|LABR|D01T03|950.546
VAL|PHL|2005|LABR|D01T03|4823.803
VAL|ROU|2005|LABR|D01T03|1995.729
VAL|RUS|2005|LABR|D01T03|7560.887
VAL|SAU|2005|LABR|D01T03|2053.481
VAL|SGP|2005|LABR|D01T03|27.363
VAL|ZAF|2005|LABR|D01T03|1750.896
VAL|TWN|2005|LABR|D01T03|1710.409
VAL|THA|2005|LABR|D01T03|4211.133
VAL|TUN|2005|LABR|D01T03|377.359
VAL|VNM|2005|LABR|D01T03|6514.987
VAL|AUS|2006|LABR|D01T03|4734.064
VAL|AUT|2006|LABR|D01T03|653.797
VAL|BEL|2006|LABR|D01T03|822.747
VAL|CAN|2006|LABR|D01T03|7008.439
VAL|CHL|2006|LABR|D01T03|2380.225
VAL|CZE|2006|LABR|D01T03|1570.604
VAL|DNK|2006|LABR|D01T03|1223.233
VAL|EST|2006|LABR|D01T03|176.735
VAL|FIN|2006|LABR|D01T03|1154.003
VAL|FRA|2006|LABR|D01T03|8904.159
VAL|DEU|2006|LABR|D01T03|9674.969
VAL|GRC|2006|LABR|D01T03|1498.376
VAL|HUN|2006|LABR|D01T03|1200.451
VAL|ISL|2006|LABR|D01T03|230.602
VAL|IRL|2006|LABR|D01T03|584.379
VAL|ISR|2006|LABR|D01T03|1291.903
VAL|ITA|2006|LABR|D01T03|11651.974
VAL|JPN|2006|LABR|D01T03|8503.717
VAL|KOR|2006|LABR|D01T03|3187.379
VAL|LVA|2006|LABR|D01T03|199.414
VAL|LTU|2006|LABR|D01T03|289.561
VAL|LUX|2006|LABR|D01T03|57.94
VAL|MEX|2006|LABR|D01T03|5189.639
VAL|NLD|2006|LABR|D01T03|2975.518
VAL|NZL|2006|LABR|D01T03|1588.257
VAL|NOR|2006|LABR|D01T03|1081.654
VAL|POL|2006|LABR|D01T03|1655.142
VAL|PRT|2006|LABR|D01T03|1041.866
VAL|SVK|2006|LABR|D01T03|613.421
VAL|SVN|2006|LABR|D01T03|164.33
VAL|ESP|2006|LABR|D01T03|6833.382
VAL|SWE|2006|LABR|D01T03|1977.001
VAL|CHE|2006|LABR|D01T03|1007.798
VAL|TUR|2006|LABR|D01T03|4940.601
VAL|GBR|2006|LABR|D01T03|6333.984
VAL|USA|2006|LABR|D01T03|38034.242
VAL|ARG|2006|LABR|D01T03|5318.215
VAL|BRA|2006|LABR|D01T03|19995.297
VAL|BRN|2006|LABR|D01T03|11.617
VAL|BGR|2006|LABR|D01T03|216.035
